Date;ABI BB Equity;NOKIA FH Equity;DG FP Equity;BNP FP Equity;SAN FP Equity;FP FP Equity;GLE FP Equity;OR FP Equity;AI FP Equity;ORA FP Equity;SU FP Equity;VIV FP Equity;EI FP Equity;BN FP Equity;AIR FP Equity;CS FP Equity;ENGI FP Equity;SAF FP Equity;SGO FP Equity;CA FP Equity;MC FP Equity;UL NA Equity;UNA NA Equity;DAI GY Equity;MUV2 GY Equity;ALV GY Equity;FRE GY Equity;BAYN GY Equity;DTE GY Equity;BAS GY Equity;DPW GY Equity;EOAN GY Equity;VOW3 GY Equity;BMW GY Equity;DBK GY Equity;SAP GY Equity;SIE GY Equity;ISP IM Equity;ENEL IM Equity;UCG IM Equity;ENI IM Equity;G IM Equity;INGA NA Equity;ASML NA Equity;PHIA NA Equity;IBE SQ Equity;TEF SQ Equity;ITX SQ Equity;BBVA SQ Equity;SAN SQ Equity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/03/08;4349731;56836343;2908601;8553196;5618233;9128658;8830359;1652426;1578834;17263812;3212198;8219391;1211442;3032362;6897589;23978241;3813409;1982938;4665674;3732949;2879627;92759;14949477;9361943;3353993;9130004;166932;6468331;40128482;6562700;8565685;18504075;498621;3725095;9321942;8385844;13393531;95405752;56069184;40734229;24286824;8980796;36202668;5801278;8656775;47796047;111198109;12508210;88105169;132924860;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/03/08;1821650;39753699;2633686;6844304;4520868;8772753;7073452;1323645;1384589;16999376;3881980;7092838;724106;2800955;4153505;13458608;1780399;1286240;3539218;2252088;2033479;45815;8326318;7695445;2333318;5169245;137481;5296533;32751160;6425982;5855370;11977224;507284;3144241;9025893;6555603;9381399;62668556;35246327;29918513;14994008;4957963;17891050;2872138;8114544;33572207;49861603;13707055;56455907;64446393;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/03/08;1719082;25400817;1884662;5723402;4229450;7438592;5072323;1141059;1051511;9983200;3574740;6690350;617122;1987568;5874591;16157166;1811968;1970015;3928780;2270287;1418004;58555;8388124;7817617;1827686;5734887;127614;4123110;24700479;4987090;8503338;11586993;653732;2983710;6685057;18791623;6925085;66302024;42867097;37416266;16426105;6065728;19269036;4297712;8643138;28594805;36165949;22142620;79238168;70166393;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/03/08;1596473;20042381;1600469;3930478;4722773;5607061;3610533;1672039;1001535;6806348;2240296;5232293;760039;2014530;3341665;10629029;1131438;868718;2343488;1584673;1417873;50015;6698304;6766505;1251600;5626883;92952;4293562;19946928;4545244;7377028;20179323;600823;2875516;4856894;7881509;6154125;38918433;33185932;24815834;11315053;8459874;16581687;3357346;6225158;25820529;29947204;12856345;30220551;71966633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/03/08;2074010;18837504;2309135;4340383;6141288;8544307;5713403;1894734;1432847;13778345;3163042;6001340;832776;2136457;3654200;11223049;2121076;1608954;2520583;2795788;1524944;69824;8606360;7576014;1622759;3296359;73344;3949475;31849845;4962402;6856900;10536936;587257;3269394;6397012;5307627;5835799;44130691;35535434;21356259;13704554;4810791;16615596;4277741;6155849;40061427;36239665;22381860;63445646;69210084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/04/08;1968831;41599735;2833654;8671895;6739735;11428922;10744508;1404883;1389906;15678484;4161304;6320963;1351248;2673409;6627796;18356160;1782972;3020876;3946076;3347295;2184020;82277;13518235;8995468;2936778;6166454;108777;5160407;40578420;7884814;10084810;11453466;494114;4375838;12103384;9236063;8525962;89221082;40302808;46365193;16805758;6977409;26498077;6127085;7786316;43639864;42784594;32247810;115161720;105693218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/04/08;3040971;31341737;2289129;9573422;4845742;9417686;7226205;1022054;1729035;13555141;2878640;5228297;1197523;2722193;3641343;24111789;1564600;1133862;3531066;2206638;1481860;139730;11757184;12754550;2254138;5238243;204681;7276952;35403993;6693304;9549456;9888804;348644;4035582;8811486;8206169;8691338;111391157;40204722;60360199;17355108;8498242;25249706;6693935;7047723;112200331;33008839;14603045;73226667;76569776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/04/08;2932293;23060057;2009122;6818956;4232596;10028991;6875120;1090429;1472202;10555493;3956184;4438363;872508;1988027;2753321;18438022;1582899;863467;3252744;2241554;2199217;48207;8913344;8686969;2394881;4105807;90843;5230779;28300019;5293168;8115638;9449007;295133;3427369;7565533;6273138;8551548;56246187;39724005;25002399;17627049;7084510;21401737;4572144;6490484;119959141;35563204;18716520;114238661;104943855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/04/08;2352821;21253540;1542000;4416299;3093568;9546056;4921105;1039691;966063;13136380;2511200;5518619;607176;2662331;2002270;10792643;1510527;1081108;1809900;2484882;1852127;59704;6783446;7531852;1475550;2897611;84777;4103881;25641306;5286546;3971985;6675663;385827;2720594;6837753;15698274;5331909;41691227;42912843;27623907;13333929;6518556;22865040;3913619;5829893;112247831;34082093;16291520;109727752;99115915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/04/08;1516582;42758275;2151520;5546356;3996053;6755315;5283186;1993710;847169;11527038;2007720;4899607;1017648;2425726;2547003;10802601;982247;839037;1660110;1997327;1454190;86778;11330171;6341189;1649809;2828724;117102;3844210;24650834;3900996;5088007;8589960;363830;2747293;6516399;9759626;5576015;50282508;38176544;28509566;12928890;4768255;16035539;3439158;6093140;41758041;40555163;12610355;50146177;65977418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/04/08;2032415;22845832;2236985;5005256;3876146;6449616;4339973;985195;1053387;6184584;1688496;3177200;657769;1524990;1556291;8949397;1152200;1480602;2004528;1791892;1088992;47867;7081352;7472258;1598775;3529554;62994;3842026;20515435;3768622;3429338;6654558;129187;1998704;4891354;5206374;5782653;34111877;27089299;23909331;18366485;12762950;14077145;9894269;8095258;23504010;38582371;9553005;118769796;63535294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/04/08;2431596;25926685;1982076;5653127;3256482;8956928;4713448;835884;1456829;9098287;1555576;4650904;643758;2469801;2176584;12325187;1455415;957344;1361121;11778656;1225952;35764;8390567;9191639;1746201;2781675;65517;4167742;26780374;3655210;7373980;5112990;257181;2491458;4144274;7353846;4024541;37571045;33990381;20528591;19944410;3903873;24122366;6939777;7099604;56219772;55038051;10800150;105498908;45317285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/04/08;2481148;32405233;2591981;6667820;4717676;8123423;5313327;992167;1342160;10806239;2847734;5838552;780045;2917413;3585618;17696840;900806;1428061;2527823;7280230;2609886;53554;10652467;9843049;3659296;6162659;185193;4286043;25022958;6277382;5658434;10512414;375159;3826178;8155431;5416806;6461036;43028417;41472924;17083571;17154245;7269403;33089200;6106306;8636508;27981406;46244435;19824260;100044780;60915950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/04/08;1907891;24140178;2045943;5155916;3748122;8003166;5307461;1384780;1274840;16087646;4165352;7858816;460673;2681311;2825317;10132877;1067474;2226968;2127249;3864887;2307168;50860;7484149;8451446;1969913;3863616;288495;3813067;26685784;5817246;4190282;9623085;446690;4699005;5641352;10165298;12052992;43855933;37696595;18351312;18707521;5286515;22164371;4667320;16487354;46410751;55114722;13699685;103976668;58972810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/04/08;1893457;18908792;1948890;4608757;4693943;6282461;4163130;1178492;1349322;10910518;2655752;5022626;551566;5469414;2488895;9202932;1093043;1842202;1757850;3064196;1816395;47724;5435510;9390407;1580359;2555344;218763;3297642;16232283;3940342;4151215;5421279;498454;5225945;5973447;7865374;6647410;35563545;26713332;15567107;12131550;6389148;17963585;3114414;13248888;22798790;41225647;8052840;89492772;86002329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/04/08;1261340;24707826;1904616;4339024;4064171;9320447;3902152;1030788;1049086;8205903;2371480;5194197;718390;2853212;2291932;9087884;775597;1498314;1345934;3299930;1587329;52246;7177684;7643182;1528427;3372324;64839;3263791;15097051;5557164;3288560;5287095;467327;3609866;5264063;5959909;7036112;49170285;26520406;20355994;18182954;4252901;15072297;5076741;10816700;28479262;45810496;12225670;87484735;79979063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/04/08;1535944;30159926;2000141;4441853;3939802;7780410;5084359;6453949;1300612;49099938;2429632;6386296;908428;2286977;1926084;10489390;979586;951069;1669156;4366527;3010632;39567;8193654;8361851;2154780;2804244;92382;3335127;28067615;5015768;4112642;7936590;460572;7077959;7031297;6248016;5823739;49268118;28102327;21522097;15991172;4815796;16605183;19507582;6232690;22101291;59157601;8193150;50545748;105236372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/04/08;2292620;153957329;1983021;4764677;4268655;6252111;8477364;2163069;1037470;48924266;2021308;5018251;829333;1979113;1874323;10777260;1091207;1026412;1579545;3092886;1264247;57504;6584578;7835605;2525199;2231062;132741;2627300;35970291;3986576;3632433;8772573;215247;3917041;5566830;6716507;4308624;39630530;26282975;23354117;14872990;4905363;17844318;9284824;5992787;16401143;49054465;7991185;98715662;170480392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/04/08;2402121;57819881;2923281;7520071;5004904;8446771;11949375;2432226;1720995;39151774;2692726;9498341;784435;3427971;3255297;14932178;1484852;1023427;2586898;3330343;1950557;128556;9704861;7037342;2651657;3975024;73251;5498057;34233291;8477424;5449013;11888655;496349;5008202;11216106;7462213;5961299;68857438;44154083;35388267;17491525;8362939;25812241;9282859;14076346;25835169;49562456;7986730;66412335;133354527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/04/08;2506853;28924109;1941001;4468716;3937495;9101981;6239072;2002279;1814949;18887820;8753440;6000677;545176;2018382;3809307;8299695;1508128;1266032;2514667;3586924;1276346;60436;9557461;7324902;1180188;3100980;29760;4724093;26914588;4723002;5300483;7211172;291245;3017518;5574163;4764427;4995247;61725247;35639042;25109934;30170956;7507941;23749923;7624279;7416577;31511963;32558679;6603600;55747739;98590442;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/04/08;3089696;28034047;1711424;3963202;3237692;7781803;3832068;1580349;1511157;13845736;3463100;4617280;820475;2610334;2949700;8212473;1908443;843620;2929694;2860165;1214704;55312;7442616;7083309;1199122;2329804;121698;4664650;24727161;5648354;7761198;9347199;717162;3357376;5473813;5560329;3837609;61815704;39441470;18198422;23578489;6812586;32679635;5850704;6430008;27338805;37599288;10741135;25533907;81681264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/04/08;3205685;28860615;2242351;4298207;4361083;9152172;4450175;2742693;1631487;11766275;4452726;5418541;949222;2145842;6920214;16953269;1742196;1650593;2968988;3248514;1474153;53061;10768942;8604296;1670709;3605546;117429;6199790;23477134;6595536;8573469;11057115;497737;3687242;8768164;5271349;9375656;42908181;45502540;51285287;27881881;6426819;27418878;11088882;6533609;25330836;50825674;9978340;62461955;203046814;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/04/08;2250751;26168789;1929571;4447714;4115012;7518415;3246392;1555238;1294972;13835777;4023014;3824875;873134;1854322;3242250;17362772;1265045;1957851;1896300;2896743;1374321;58078;9152026;10423936;1555798;4413962;191979;8943904;18501167;11178196;7313634;7456191;276074;4570668;6229658;5365786;8486077;37859866;35657573;26714712;31008848;5432348;22825610;9928974;5800046;33051697;55470490;10175970;26727277;132500816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/04/08;1537920;30725218;2102056;3873927;3099629;6597967;4877518;1548610;1481427;14706413;2696132;5177792;638581;1514988;5260935;9077473;1154608;2203139;1827125;2335495;2136088;36636;8295975;11739581;1329989;3778146;265578;9269460;32395457;7476766;6162186;7691298;291457;6990476;6344504;5602619;5289879;41555098;24585723;28045097;13986157;4286192;18022086;4709252;5899848;23847367;57014585;7213490;32451231;124754560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/04/08;1379102;23514774;1153208;2909690;2885255;5112499;3085345;1340865;881189;8649212;1989818;5500038;639460;1524372;2871131;9106867;1294698;2519835;1096990;2304449;809075;27823;7466005;8504680;1077618;2122792;140019;4413844;19244699;3816478;5054222;5922870;131383;4575773;5721601;4990189;3586838;58482567;34643578;20823948;18159530;7278243;15123824;2916579;5186696;14304188;86958970;6122750;40369554;109576277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/04/08;5950097;19874833;2261244;3695240;3198300;11728452;3343450;1129096;963494;12618469;3674524;4577610;349749;2174094;3097421;7361248;1334922;2502554;1607577;2521879;1260885;59215;7899391;15604202;1275201;3247561;130647;3615122;16557053;4045134;4991507;8581578;294159;6523208;6141034;7103084;6011833;39254209;28494642;18315656;33519457;5985476;15294049;5569535;7204715;26669524;69979249;21558925;34702231;170956962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/04/08;3347325;25420480;2109321;3423149;4712392;8441500;2911798;1306917;1183790;11832733;2687572;4838269;824541;2298389;4713174;7479493;1722271;3044945;1397175;3099431;1587963;22621;9674524;7940254;1361654;2762949;91341;3109496;19988275;4529778;6456847;18381471;245377;3524427;4478571;25419292;10541408;116114637;45715261;30532284;55338527;11451418;13062753;3489025;5671063;35702305;81549477;23829315;25809914;84947611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/05/08;3347325;25420480;2109321;3423149;4712392;8441500;2911798;1306917;1183790;11832733;2687572;4838269;824541;2298389;4713174;7479493;1722271;3044945;1397175;3099431;1587963;22621;9674524;7940254;1361654;2762949;91341;3109496;19988275;4529778;6456847;18381471;245377;3524427;4478571;25419292;10541408;116114637;45715261;30532284;55338527;11451418;13062753;3489025;5671063;35702305;81549477;23829315;25809914;84947611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/05/08;2773422;31422634;2095872;6108368;3284736;8987007;5264289;2131646;1546910;12993296;2869634;5902233;1288612;2192824;4475319;15616577;1670394;2981985;2277154;3338849;1818382;51997;8193677;9632797;2280971;3932573;182358;4102540;28828014;5290864;4792471;12019581;190249;5841390;8200514;6952670;7949374;123616813;30330057;47879531;44644365;11188168;20501619;5566494;8042665;49769570;145268980;16788815;45210372;140512619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/05/08;1156582;25546002;986385;2325582;1747847;3844391;1817380;547670;1144145;7354840;783380;3717106;563370;1061561;2581792;5903054;753986;609531;1163851;1349573;569485;30406;3747070;3253156;607434;1302197;155526;1655489;24262909;2500578;8292982;4512996;64464;1830450;2928998;2700492;2547569;62717277;15212303;13413866;15099003;4173017;5879452;2159652;2770632;10388460;51520877;7088970;15783993;164049926;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/05/08;3185706;19628298;1838578;3962184;3296372;6472892;3968282;1381133;926706;9019790;1910608;4567832;1631814;2311948;2985753;9589989;1107787;1199226;2216650;2687641;1064972;50464;11902476;5004155;1936035;3179591;266034;3474489;29205760;4200590;8589263;6937692;142276;4252946;6611389;7190631;4000652;130580966;42390138;39204213;29891169;7795287;14219919;5721621;7884706;22561130;116883182;8779720;29195705;113000882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/05/08;2764032;28018721;2213185;3856605;2784817;8442995;3619716;1098273;1031780;10754712;2247398;5975549;746248;1824945;2129287;9868672;1406306;929164;2177260;3411464;1271928;50308;11478262;11100588;1051088;2263785;504066;3343076;19892911;3349302;8330234;6813453;97303;4924332;3878000;4815324;4578141;89110968;30182150;49940349;89554720;7025837;13179182;6704629;5938325;23324686;54622812;8688350;21930575;90136997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/05/08;7697654;18162092;1256969;3505410;2624715;6794946;4290582;1730212;1361456;8774186;2890432;7072943;504293;1351519;2472635;10746401;1149076;1202247;1721991;2151037;1291101;41967;22638013;6085799;3253314;2791607;358263;4270296;40764120;3842378;5455442;8002710;276968;3654998;5273334;4490098;4068174;246129794;31268766;52986878;73438620;8895521;16107076;5840041;6745167;23555244;48245535;8528175;21324201;79750548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/05/08;2885610;15302805;2131702;5038767;11813906;7443563;5571451;1117876;1827758;9483666;2600416;6730439;697953;2183817;2238401;10755929;1263984;1021875;2235875;3248760;1512434;37851;9059918;5947824;1494861;2649790;152874;3466701;35545585;4609924;4057534;14435877;199812;4339574;5721199;5451041;6231807;301566357;35832537;65171521;70834851;8213318;18145031;3830502;6812725;20981014;80552796;10107690;24395839;75570398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/05/08;2249429;13247863;906679;1887406;3147754;8659579;2699677;590770;998151;5452142;1715460;3946926;298023;986965;1124475;4589866;516460;368444;986406;1737553;740560;16576;4424447;3471162;617959;946320;87645;2021132;16838639;2175576;2881643;6827415;58870;2101863;2850355;3080690;1857035;368094574;27948528;72550096;75932909;8240017;8487247;1944862;2642625;23883607;67542567;11272205;15641859;40938017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/05/08;2465894;24494441;1522020;3918180;3675470;7988200;7639682;1685655;1558235;7975444;2188078;9848465;512389;1734342;2289529;10019902;1271373;838722;1552539;4882278;1044971;41278;11877771;5418423;1180409;2190692;270819;3138924;61848861;4908872;3645766;7801536;93408;2012713;5116864;6071239;3855311;338192790;31993614;79947762;102910119;14123594;12690374;5795300;5615682;34672361;49806323;6231545;20383411;89747888;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/05/08;3341967;30780030;3396843;8165528;6072337;9028124;3723055;1346102;1830882;11642595;2833834;6717627;491634;2000521;7321681;9415761;1226817;1046728;2137137;4401013;1140222;44430;9529072;5302106;1333019;2058683;406635;3560731;47594469;3491790;10222166;11979186;294938;2522060;4729692;4315276;4484384;442736767;56331426;107244150;94797193;10591549;25353629;4307159;5992370;43894125;138557670;8675855;27232567;112817069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/05/08;2914379;25547852;2859379;4285599;4371906;6634769;3183668;1076004;1465974;9550940;2947070;13933411;506894;1530125;4523213;8182386;1573206;1197836;1710842;2291953;2776730;28551;6716345;5152013;1373977;2370239;270381;5083967;54937252;3687882;8577124;9570831;255212;2314891;5872649;3571816;3689685;226456138;30511686;51430379;42771890;7169296;18780127;2498907;4261590;23455155;92078675;6820860;16836179;51070182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/08;1938689;34859649;2322053;5042266;7484410;11033959;4408637;1232119;1503506;9891952;6540740;7001910;675593;1390660;3249322;10128546;2058830;1378360;4408011;2723826;1750296;81727;8121523;7940300;1720147;3168480;182196;5292066;51006010;6478126;8488088;9749079;454819;4890687;7069805;7221701;9068090;188265242;35851395;21864492;39539710;8676042;26107887;3566606;6302565;32701717;214835111;8553045;30527378;156592054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/05/08;2300636;25860110;1681033;3459301;3855087;11239639;4800031;1318766;1116447;11071073;4692248;4280319;691346;1494869;3213799;9162939;2213901;1253025;2120008;2262908;947076;55780;10836641;4984447;1310137;3099622;132486;2778353;27435533;2869114;6273235;11089296;416514;3365986;5606723;7406004;3976088;77108460;40604665;18619375;22665356;5582252;9324150;3117026;4796370;22152193;35206942;7131270;18103923;105409544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/05/08;2173206;23114175;1846421;3691591;3629269;11719489;5644120;1320254;1039970;11687386;3331582;5003500;664980;1326723;5336348;10368528;1809940;1356735;1740806;2194463;1261639;35439;11316088;7057141;1249818;3888040;175536;2639881;26393156;4548590;5147500;8079627;156254;3722100;5539234;7030473;4253812;169084303;35587994;44590121;20177234;7023198;20644668;4224624;5388472;20268379;66355328;15299345;36031193;71082679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/05/08;2312551;17838838;1946548;5689669;4115574;12184476;6451922;1566253;1587247;14396853;3076530;6894604;1056615;1497839;3593268;14861502;2202161;1198089;2207926;2666128;1267990;53734;7797110;10273032;1600135;6042285;177795;4468530;35950130;6209572;5071696;13131909;198611;5194808;8540528;5880118;5718569;248547927;53933991;50434876;53431425;8703203;18325208;3952974;5279899;27731950;50330164;8676565;33924397;62363766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/05/08;2109385;25012080;1915585;5402314;2889017;9660392;5836529;1325466;1521473;11777389;1773230;5468985;872275;2210312;2737419;13256082;1783416;1246572;1604424;2409453;946394;91967;7356368;6384656;974759;5186290;291177;3436329;33615765;4261778;4445350;10023570;277660;5645215;6090726;4284625;3568234;191972988;57371400;66049754;49937683;11710947;15546006;3792542;5036455;32838368;73744716;10522905;38973663;163650585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/05/08;4845119;16156571;2323372;5305509;2887167;9513098;4114189;1093590;1555454;9857208;2075950;8287835;747530;3056881;3568011;9832217;2610136;690198;2239714;2171848;1107983;41271;7505631;6028433;1540178;3426277;288621;4489801;23287826;6616598;8188743;10774506;271719;3199300;8406751;5583354;5218011;220690399;44908047;46978934;48252564;8080006;14536145;6856852;3818167;35097729;41681241;13549405;26137887;74036782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/05/08;1482817;15307345;1022737;5460552;1282367;3305922;1645435;452706;680004;9330886;1048608;2252548;545767;737282;1520887;4061407;1165741;773942;747945;951654;414869;21985;3653696;4064953;533266;1223346;38085;1539554;14166273;2107186;2445748;3718290;119537;1455955;4738311;2276674;2454301;71994190;19869089;32971133;22292251;4350527;4405113;1729418;1202075;12133107;24332062;9459050;10838048;56096768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/05/08;4078447;20358684;1633285;3786943;2940474;9739666;3526637;834473;1261629;10346952;1855630;4485335;842203;1895684;4286959;9313617;2284200;930397;1582448;2160214;955944;54152;8689674;6830642;1069856;3265562;474642;2788143;22892063;4779660;4501417;6953079;309366;3395425;6736076;4422615;4440517;253560193;32688307;76325956;55099121;10482289;13513518;3618469;4396322;23850581;59918067;14291180;23944268;62982536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/05/08;2617245;30479818;1940596;4573540;3814639;9783704;3480274;1001588;2123142;22149579;2136758;4461521;781396;2268365;3194014;14510093;1956067;1896508;1360270;2222730;1391365;103356;8711563;8212098;1431964;3869207;434502;5763510;29464280;5186192;29290004;8218929;238986;3911726;8503907;15611242;4663295;69383238;58683261;32906559;60029692;12590808;16516490;3084543;4573081;45769960;37447286;25892220;25616104;49741695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/05/08;2596388;32304463;1580176;4480620;4429089;8719469;4096638;887254;1506400;25354976;1726328;6009509;592964;2455006;2282020;9099016;2202691;1601964;5754500;2151269;1088212;58660;6222742;5581891;1316010;2011374;656139;3887926;23298155;3453274;15137445;11082810;221241;3644572;10029997;6426131;3989186;55350320;55707880;32869073;35333240;4778128;11408269;3701663;3753647;40852841;35657074;24102155;23981657;42065441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/05/08;2558976;29752847;2080798;3848395;5076946;8515392;3996214;1002766;2445079;13405740;2583778;7290838;822207;2219139;3640437;10714595;1694542;2059378;2226699;3275821;1219045;74758;10254675;6118640;1067574;2517278;3478689;6016666;20314363;5487416;9310827;7076358;152891;8346160;9819173;6749021;3827504;78925580;39188926;32983869;34337642;5724282;12905925;3188464;8808626;41726078;36370358;20010890;37484049;39418611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/06/08;3719597;20701557;3732741;3548659;3563977;7097790;8770408;832818;1481339;8123819;1451740;6424602;733727;1568887;2978836;11406358;1127428;1352564;1972949;2778114;962223;44888;4618066;5837239;881870;2443172;279072;2946709;20969307;3919692;5825780;6053550;146598;4095097;8405424;4350353;3199605;60456262;95926198;24466841;10716986;4305336;12947136;3955954;3604562;54950435;59372098;13760840;31008335;49429395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/06/08;7131504;16767915;1415606;4302420;3863961;6982748;4794809;1101300;1645425;6845115;2385900;6110128;630731;2782862;3714033;13245093;1168969;1337834;1424705;4585334;1126572;54815;7514653;8426515;1054971;1603689;221064;3340705;13338674;4713016;4462987;6472620;128456;2193641;6889604;8186819;4363853;107181803;67663943;17020173;37555895;4158689;14447678;3558965;4950689;40898474;56681697;18136490;35447476;50501408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/06/08;4996179;22693517;2729572;5390268;5765497;14635665;7725598;1691904;1356194;9741155;1969708;4447481;910426;2136607;3984500;10724938;1196389;1068186;1611543;3921097;1267621;56803;7136201;9398580;1380714;2401800;202167;2963813;18061584;4558552;6777210;8332326;305613;3618004;8797782;6881256;3999561;62097797;83299750;16526274;19536736;4515690;15611214;3453699;5191116;38398781;39028398;19062875;36027909;55061230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/06/08;4055249;48618857;2311529;5254665;3561427;8457203;3586192;1215361;1531298;47721959;2757792;4792487;967232;1901646;3226898;8534824;1074581;1335214;2024141;3522853;1073203;80616;8696987;8469214;1629459;2698639;242490;3153082;27993067;4865308;6848345;7217415;538271;4316003;8719976;6968165;4748645;50894562;93988741;20267157;20529293;3925134;14374931;8472316;5870671;29223699;31357437;19651030;45854635;64990492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
