Date;ABI BB Equity;NOKIA FH Equity;DG FP Equity;BNP FP Equity;SAN FP Equity;FP FP Equity;GLE FP Equity;OR FP Equity;AI FP Equity;ORA FP Equity;SU FP Equity;VIV FP Equity;EI FP Equity;BN FP Equity;AIR FP Equity;CS FP Equity;ENGI FP Equity;SAF FP Equity;SGO FP Equity;CA FP Equity;MC FP Equity;UL NA Equity;UNA NA Equity;DAI GY Equity;MUV2 GY Equity;ALV GY Equity;FRE GY Equity;BAYN GY Equity;DTE GY Equity;BAS GY Equity;DPW GY Equity;EOAN GY Equity;VOW3 GY Equity;BMW GY Equity;DBK GY Equity;SAP GY Equity;SIE GY Equity;ISP IM Equity;ENEL IM Equity;UCG IM Equity;ENI IM Equity;G IM Equity;INGA NA Equity;ASML NA Equity;PHIA NA Equity;IBE SQ Equity;TEF SQ Equity;ITX SQ Equity;BBVA SQ Equity;SAN SQ Equity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/03/06;23878,3343;75110,041;15368,1384;69512,1848;100213,6418;130958,2543;54364,0846;49144,2197;18489,7044;48476,5654;19724,3596;31720,6189;7463,1646;26168,5782;27200,4097;54642,7571;29821,1601;8474,0414;19576,3051;30346,0611;39758,4214;#N/A N/A;57928,2045;48635,5024;25811,702;54543,7506;6988,976;24093,9811;58688,0381;32665,0422;24776,734;65414,7592;23090,3872;28676,1865;48376,6051;55142,6284;68390,8035;35305,0229;43225,5779;64230,8978;94967,0555;41027,8092;70642,7713;8268,4736;35678,6695;24125,4564;64958,9145;18918,0771;57814,0275;75614,4492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/03/06;24011,7312;74577,9746;16289,6309;69558,4058;99739,6605;131696,3938;54190,6738;48979,5273;18752,903;48398,5033;19633,8823;32055,1283;7494,0466;26089,5182;28019,6991;54998,4311;30460,6765;8536,5957;19524,5154;30670,3157;39831,9128;#N/A N/A;57766,9009;47465,155;25827,7725;54674,7518;6982,6797;24101,2833;58562,0992;32335,4047;24943,6602;64570,5183;23195,2617;28381,9684;48623,5838;55079,4286;67704,6708;34919,0532;43053,1689;63503,6314;93965,7158;40938,48;70686,868;8045,5253;34994,3129;24251,6733;64663,6467;18824,5776;58017,4786;75426,8203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/03/06;23938,9691;75376,0742;16537,3443;70020,5879;98859,4034;131081,2776;53930,5593;48913,6513;18763,8696;48632,6896;19735,6702;32043,5933;7576,3988;26063,1656;28167,1714;54287,0831;30844,3879;8628,3427;19731,6729;30423,6009;39905,4004;#N/A N/A;57601,3618;46997,0176;26346,6243;54585,5857;6908,3825;24203,5307;58562,0992;32695,9464;24782,931;64535,9215;23492,4226;28577,5918;49086,6663;55300,6302;68061,0995;35030,3283;43157,8445;63992,5821;93925,6689;41180,9443;71436,5104;7958,2846;35533,9017;24558,2001;64958,9145;18980,4102;58119,2042;75551,9063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/03/06;23817,6972;75863,8018;16448,1681;71129,8221;98182,2842;129728,0218;54103,9701;48584,2664;18709,0366;50063,8281;20018,4161;32355,0304;7581,5458;25878,693;28101,6268;53950,1288;30726,3224;8649,1939;20076,934;30346,0611;39709,4284;#N/A N/A;57372,4714;46874,8957;26360,3985;55384,024;7165,2745;24079,374;58897,9389;32613,5371;24651,7405;64909,6021;23364,0235;28704,168;48834,5451;55190,027;67927,4421;35177,504;43496,5084;64355,9766;92964,3761;40938,48;71789,2832;8030,9852;35218,0448;24558,2001;65155,7596;18855,7441;57644,4849;75551,9063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/03/06;24242,1475;75243,0576;16279,7233;70575,205;106443,1364;130712,2078;53930,5593;48946,5918;18862,5691;50454,1386;19656,5016;33416,2294;7648,4569;26053,5902;28011,5044;54361,9619;30490,1933;8599,1507;20025,1443;30324,9149;39709,4284;#N/A N/A;57833,0156;47800,9953;26550,9505;55327,2825;7142,6077;24649,0398;59065,8587;32984,3802;24973,7522;64951,1204;24328,6243;30162,8447;48762,5066;55079,4286;67455,1612;34723,545;43551,9247;63274,6949;93124,5941;41104,3743;72053,8629;7866,1973;35112,7592;24702,4479;65303,3935;18930,5437;57474,9423;76239,8789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/03/06;24011,7312;75198,7188;16606,7053;70297,9;104479,4949;130650,6962;54320,7328;48518,3905;18584,7879;50402,0972;19441,6136;33496,9746;7617,5749;26080,0133;28576,8161;53987,5682;30224,5474;8820,1759;19973,3546;30331,9627;39635,9371;#N/A N/A;57811,0844;47414,2712;26422,3844;55242,1733;7142,6077;25379,3817;59317,7405;33118,2966;25128,7936;64328,3194;24283,1857;30338,7581;48675,0365;55259,5482;67152,1954;34375,6532;43237,892;62512,5421;92323,5193;40874,6693;72164,1044;7972,8247;36231,4191;24702,4479;65106,5483;18824,5776;57000,223;75989,707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/03/06;24678,7252;75243,0576;16804,876;69835,7179;104885,7602;132865,1147;54407,4365;48221,9411;18857,6121;50271,9937;19588,6419;33773,8088;7684,486;26172,4973;28781,6385;53650,6139;29693,2575;8857,7087;19956,0918;30754,906;39733,9231;#N/A N/A;57757,1073;47678,8694;26902,2079;55059,7902;7255,9425;25868,7094;59317,7405;33968,1409;25212,2776;64356;24665,6559;30726,8332;48880,8514;54959,3457;67071,9942;33870,0166;43342,5705;62095,211;93965,7158;40048,1379;71899,5248;7953,4379;36534,1153;24711,4634;65254,1822;18886,9106;57373,2167;76615,1367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/03/06;24181,5127;75198,7188;16468,6498;69142,4447;102583,5591;132249,9985;53713,7966;47826,6803;18584,7879;49413,3106;19452,9242;33243,2083;7607,2808;26040,3797;28593,2023;52845,6675;29949,0645;8736,7705;19679,8832;30635,0711;39488,9544;#N/A N/A;57117,4358;47058,0806;26860,8834;54917,9333;7072,0882;25401,291;58855,9619;33334,6205;25343,468;63068,8796;24487,8529;30020,2146;48366,3162;54178,8164;66581,9013;33608,8464;42794,5526;61157,7328;92563,8463;39575,9336;71083,7375;8006,7516;36731,5258;24296,7508;64663,6467;18793,4111;57237,5826;75426,8203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/03/06;23835,8895;74356,2803;16270,3518;68587,8206;102854,4026;133049,6496;53453,682;47859,6208;18650,2657;48684,731;19294,5871;32781,8179;7596,9868;26185,7078;28380,1853;53051,584;29260,3533;8578,2988;19472,727;30162,7876;39464,4597;#N/A N/A;56819,7178;47098,7853;26837,9258;54938,1995;7171,0671;24890,0539;58436,1603;33123,4444;25236,1308;62190,0419;24301,9414;30013,5512;48006,143;54431,6203;66982,887;34094,2007;42628,3006;60812,0864;92724,0567;39093,4358;70819,1578;7909,8176;36678,883;24080,379;63974,6885;18949,2437;57271,4911;74989,0195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/03/06;23835,8895;74001,5693;16091,8833;68911,3537;104614,9167;133603,2543;53540,3857;47925,4967;18554,4458;48606,6689;19735,6702;33104,7922;7607,2808;26238,5561;28298,2576;53837,8107;29181,6436;8674,2154;19628,0935;30247,3752;39611,4387;#N/A N/A;56611,0962;48035,064;27143,2678;55805,5378;7092,2363;23926;58478,1413;33169,8017;25259,984;62224,6387;24434,6127;30278,102;48078,1777;54668,623;67642,2951;33673,3441;42880,76;61634,4342;94406,3077;38965,8066;71524,7036;7938,8978;36942,0971;24107,4255;63974,6885;19597,5073;57135,8571;75051,5625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/03/06;23508,4562;77548,6787;16081,9678;70205,4579;106036,8711;135448,6031;53930,5593;48485,45;18794,5622;48710,7517;19905,3177;33047,1171;7638,1629;26449,943;28494,8853;54698,9162;29890,0308;8736,7705;19887,0393;30691,4646;39831,9128;#N/A N/A;57239,7677;48401,4337;27223,6206;56551,2854;7233,2753;24167,0142;58604,0802;33653,9545;24937,9723;62951,2408;24671,6596;30331,0953;48752,2176;56266,1968;68871,9905;34140,7458;43164,0045;62655,4123;95207,3826;39974,0918;72296,3943;7987,3648;37705,418;24170,5339;63974,6885;19865,5393;58085,2956;75614,4492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/03/06;23466,0114;75730,7852;19064,5514;70874,2246;106307,7147;134517,1808;53800,5003;47892,5562;18750,9046;48294,4205;20154,1339;32689,5398;7576,3988;26714,1782;28486,6938;54212,2044;29358,7409;8724,2593;19904,3034;30945,23;39635,9371;#N/A N/A;57315,3073;48238,6031;26860,8834;55842,0132;7263,4978;24145,1048;58436,1603;33324,3171;24675,5937;62840,5183;24670,5457;30450,8838;48494,95;56649,108;68649,2191;33852,7659;42979,2785;62285,9099;94045,8248;39667,7772;71877,4765;8166,6928;36705,2044;24017,2705;63728,632;19853,0727;58390,4723;75364,2773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/04/06;23672,1729;76085,4961;18783,3295;71475,2468;105833,7333;135938,3545;53757,1484;48123,1296;18881,8772;48346,4619;20380,3307;32804,8879;7643,3099;26899,1441;28691,5162;54829,954;29516,1603;8828,5167;20025,1443;30945,23;39954,3972;#N/A N/A;57403,0413;48971,3388;27049,1391;56316,2116;7339,0543;24393,4212;58562,0992;33545,7926;24937,9723;63075,8011;25464,216;30741,8878;49030,0671;57092,1518;69727,4316;34386,4552;43040,8519;63234,7406;94646,6271;39629,487;71877,4765;8118,2258;37231,6326;23836,9607;63876,2659;20320,5705;58865,1916;75864,6211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/04/06;23308,3573;75021,3633;18502,1057;70596,8276;104276,3571;133528,5382;53150,2122;47826,6803;18936,4491;47695,9444;20663,0767;32874,0959;7566,1048;26767,0265;28060,6629;54193,4847;29270,1923;8757,6216;20111,4596;30628,0233;39807,4144;#N/A N/A;56726,4846;48879,7463;27035,3649;56259,47;7312,6098;24305,7782;58352,1984;33350,0716;24854,4883;63110,3979;25984,6241;30597,7317;49621,7835;56649,108;68791,7892;34220,239;42732,9792;62590,16;93605,2405;39438,0407;70841,2061;7963,1313;36652,5616;23864,0072;63679,4207;19871,7726;59034,7342;75676,9922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/04/06;23150,7056;75553,4297;18361,4948;71475,2468;103802,3757;134887,9218;53193,5641;47760,8043;19094,9869;47904,11;20188,0637;32954,839;7658,7509;26423,5199;26815,3426;54605,3178;29270,1923;8720,0889;19904,3034;30444,7471;39929,8988;#N/A N/A;56967,4923;49785,4916;27239,6911;56348,6362;7349,1287;24481,0615;58268,2405;33118,2966;24866,415;63255,7225;25658,2395;30581,1113;50300,9699;56266,1968;68880,9032;34922,0852;43071,6401;63871,5793;94165,9883;39693,3041;70712,2282;8055,2187;36191,937;24035,3015;63777,8433;20152,2713;59000,8257;75676,9922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/04/06;23265,9126;75826,7771;18384,9296;71521,475;102651,2751;135320,4529;53193,5641;47563,1714;19411,5991;47930,1307;20142,8251;32954,839;7617,5749;26370,6737;26364,7341;54474,28;29575,1921;8736,7705;20025,1443;30444,7471;39537,9474;#N/A N/A;56405,4956;48798,333;27095,0545;55846,0639;7155,2005;24605,2182;58016,3587;33211,0074;25033,383;63283,3979;25395,0038;30289,5852;50486,2029;58313,6791;69290,8017;34392,3604;42837,6548;64027,193;94366,2532;39527,3821;70535,8335;8375,101;36297,2226;23845,9762;63876,2659;20220,8376;58865,1916;75239,1914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/04/06;23156,7681;69653,066;18420,0828;69718,4154;101093,8989;136494,4659;52109,7506;46937,3421;19236,9165;47669,9237;20176,7532;33104,7922;7555,8107;26053,5902;26118,9463;53744,2123;29024,2243;8557,4476;19610,8307;30733,7571;39145,9997;#N/A N/A;56444,6533;47719,578;26587,6824;54865,2425;7117,4222;24415,3306;57680,519;32773,2061;24723,2979;62286,9215;25026,8345;29553,5835;49611,4906;58509,8814;68390,8035;34041,5153;42363,5302;62454,1011;95047,1645;38761,5969;69874,3533;8263,6269;36455,151;23530,434;63630,2094;19865,5393;57983,5701;74613,7617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/04/06;23174,9604;69448,4448;18431,8012;69810,8787;102382,7874;138224,5905;52109,7506;46838,5257;19116,8222;47721,9651;19927,9371;33370,0914;7540,3697;26040,3797;26544,4232;53631,8942;28866,8049;8582,4692;19610,8307;30733,7571;39219,491;#N/A N/A;56677,2235;49012,0474;26601,4584;54865,2425;6983,4352;24780,5015;57764,481;33010,1308;25021,4563;63283,3979;25287,656;29821,224;49786,4346;59316,8497;68577,9307;34299,5776;42511,308;63172,9022;97089,8985;39208,3041;70094,8467;8331,4807;36349,8654;23575,5114;63531,7868;19853,0727;57746,2104;74426,1328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/04/06;23108,2608;72026,6723;18197,4489;68100,2824;102111,748;136926,9971;51329,4069;46640,8978;18843,8807;46811,2405;19486,854;32678,0048;7401,4004;25815,7781;26610,1459;52227,9179;28296,1592;8465,7006;19179,7205;30494,09;38607,0693;#N/A N/A;56431,6271;48157,1859;26211,171;53920,8965;7036,8283;24400,7234;56924,8818;32757,7529;24747,1511;62999,6806;24602,6952;29882,9261;48613,2948;57886,4591;66893,7798;33223,0337;41870,9314;60837,8405;96809,5246;37983,0458;68727,7877;8089,1456;35257,5269;23214,8918;62842,8286;19790,7397;56898,4974;73237,8164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/04/06;23162,833;71126,3389;18185,7306;67915,3487;101366,413;136370,8856;51459,4625;46871,4662;18647,3629;46368,8886;19238,0379;32297,3574;7452,8705;25577,9681;26470,4832;51905,7541;27666,4817;8507,4037;19093,4031;30310,8165;38729,5536;#N/A N/A;56203,2335;48279,3079;26218,0582;53702,0381;6981,4203;24298,476;56631,019;32675,3436;24639,8139;62729,8011;24938,4887;29735,1163;48443,4972;58025,7013;66867,0483;33397,5644;41735,4647;61527,8256;96208,7223;38378,7018;69301,0705;7992,2115;35481,2589;23124,7368;61710,9687;19796,973;56593,3207;73112,7305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/04/06;23387,1844;71290,0358;18291,1902;67961,5839;101569,6796;136309,0955;51762,9323;47826,6803;18614,6099;46420,93;19204,108;32216,6144;7514,6347;25762,9319;26519,7745;52448,7797;27695,9967;8507,4037;19024,349;31417,5136;38680,5569;#N/A N/A;56451,6126;46773,1242;26309,8906;53637,1889;6905,8638;24517,578;56798,9389;33041,037;24794,8576;63048,1204;24782,7891;29702,9192;48474,3681;57832,6619;66867,0483;33241,6048;41501,4795;61536,6045;96008,4498;38276,5969;69124,6758;8098,839;35323,3305;23124,7368;61957,0252;19821,9062;56457,6866;72987,6445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/04/06;23387,1844;71290,0358;18291,1902;67961,5839;101569,6796;136309,0955;51762,9323;47826,6803;18614,6099;46420,93;19204,108;32216,6144;7514,6347;25762,9319;26519,7745;52448,7797;27695,9967;8507,4037;19024,349;31417,5136;38680,5569;#N/A N/A;56451,6126;46773,1242;26309,8906;53637,1889;6905,8638;24517,578;56798,9389;33041,037;24794,8576;63048,1204;24782,7891;29702,9192;48474,3681;57832,6619;66867,0483;33241,6048;41501,4795;61536,6045;96008,4498;38276,5969;69124,6758;8098,839;35323,3305;23124,7368;61957,0252;19821,9062;56457,6866;72987,6445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/04/06;23387,1844;71290,0358;18291,1902;67961,5839;101569,6796;136309,0955;51762,9323;47826,6803;18614,6099;46420,93;19204,108;32216,6144;7514,6347;25762,9319;26519,7745;52448,7797;27695,9967;8507,4037;19024,349;31417,5136;38680,5569;#N/A N/A;56451,6126;46773,1242;26309,8906;53637,1889;6905,8638;24517,578;56798,9389;33041,037;24794,8576;63048,1204;24782,7891;29702,9192;48474,3681;57832,6619;66867,0483;33241,6048;41501,4795;61536,6045;96008,4498;38276,5969;69124,6758;8098,839;35323,3305;23124,7368;61957,0252;19821,9062;56457,6866;72987,6445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/04/06;23423,5666;71044,4904;18232,6021;67406,7969;101569,6796;137730,2692;51632,8734;47563,1714;18701,9512;46342,8679;19091,0096;31859,0371;7421,9885;25974,3209;26314,3859;52392,6046;27863,255;8436,5087;18955,2961;31368,1706;38950,024;#N/A N/A;56097,8269;46447,463;26364,9893;53985,7458;6952,2054;24327,6903;56756,9619;33113,1449;24723,2979;62812,8377;24501,4141;29621,5071;48304,5705;56984,5573;66385,8614;32672,8753;41224,3949;60680,6808;96649,3066;37970,2823;69014,4291;8147,306;34586,331;23052,6129;61563,3348;19977,7388;56322,0526;72549,8438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/04/06;23605,4732;71330,9601;18267,7535;68470,1428;101569,6796;138718,9117;52499,9241;48320,7575;18822,0454;46681,137;19701,7403;32112,8013;7519,7817;26264,9792;25895,3945;53197,7805;28237,1274;8436,5087;19455,9358;31685,3774;40101,3761;#N/A N/A;56543,4133;46752,7698;26571,6119;54289,7196;7087,1993;24605,2182;57176,7595;33669,4096;24961,8256;64376,7592;24737,2228;29884,0099;48808,8168;57975,0669;68800,702;33599,5217;41797,0411;61328,0398;97770,8098;38736,07;70646,0802;8433,2614;35955,0443;23377,1706;62350,7156;20407,8367;57203,6741;73112,7305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
